Datetime,Rad_Wm2,AirTemp_degC,AirPress_hPa,RH_%,WS10_ms,WD10_degN,Albedo,Clouds_Tot
2018-07-27 19:00:00,112.7,18.9,820.7349,48.37,1.851,307.7,0.2,0.0
2018-07-27 20:00:00,21.33,16.55,820.8578,62.52,1.176,342.8,0.2,0.0
2018-07-27 21:00:00,0.797,14.85,821.1179,66.36,0.871,350.8,0.2,0.1
2018-07-27 22:00:00,0.009,14.19,821.2769,64.71,0.898,344.8,0.2,0.1
2018-07-27 23:00:00,0.009,14.49,821.2018,58.36,0.784,314.1,0.2,0.1
2018-07-28 00:00:00,0.009,15.34,821.0684,57.7,0.707,272.5,0.2,0.1
2018-07-28 01:00:00,0.009,14.99,820.93,63.77,0.575,319.7,0.2,0.1
2018-07-28 02:00:00,0.01,15.45,820.6132,60.68,0.555,294.4,0.2,0.1
2018-07-28 03:00:00,0.01,15.27,820.3579,60.62,0.591,303.1,0.2,0.1
2018-07-28 04:00:00,0.01,14.33,819.9724,64.41,0.618,322,0.2,0.1
2018-07-28 05:00:00,0.235,14.53,819.7499,59.12,0.74,292.4,0.2,0.1
2018-07-28 06:00:00,26.46,15.08,819.7239,62.08,1.096,297.4,0.2,0.1
2018-07-28 07:00:00,13.45,13.8,820.2883,87.2,2.434,283.8,0.2,0.1
2018-07-28 08:00:00,97.2,11.82,820.4691,82.8,1.202,332.2,0.2,0.1
2018-07-28 09:00:00,224.3,14.47,820.3528,78.9,1.896,158,0.2,0.1
2018-07-28 10:00:00,213.8,12.52,820.9598,83.8,2.738,275.8,0.2,0.1
2018-07-28 11:00:00,138.1,12.32,821.5275,92.1,2.437,124.5,0.2,0.1
2018-07-28 12:00:00,71.35,11.25,821.9185,98.5,2.962,109.1,0.2,0.1
2018-07-28 13:00:00,96.8,10.9,822.1353,97.1,1.209,132.1,0.2,0.1
2018-07-28 14:00:00,154.9,11.78,822.2455,90.7,0.951,56.48,0.2,0.1
2018-07-28 15:00:00,198.9,12.41,822.2738,92.8,0.988,262.2,0.2,0.1
2018-07-28 16:00:00,424.7,13.32,822.0287,86.6,1.292,277.1,0.2,0.1
2018-07-28 17:00:00,255.9,13.55,822.0859,82.9,2.555,262.8,0.2,0.1
2018-07-28 18:00:00,212.3,13.91,822.0082,82.4,2.034,267.2,0.2,0.1
2018-07-28 19:00:00,105.3,13.4,822.1363,83,0.963,293.6,0.2,0.1
2018-07-28 20:00:00,38.4,13.06,822.4507,85.8,0.896,257.5,0.2,0.1
2018-07-28 21:00:00,0.534,12.38,822.5775,90,0.176,278.2,0.2,0.1
2018-07-28 22:00:00,0.008,11.62,822.7557,89.4,0.367,356.3,0.2,0.2
2018-07-28 23:00:00,0.008,11.27,822.55,89.1,0.157,301.2,0.2,0.2
2018-07-29 00:00:00,0.008,10.99,822.5726,93.2,0.223,312,0.2,0.2
2018-07-29 01:00:00,0.01,10.48,822.5739,94.3,0.609,301.9,0.2,0.2
2018-07-29 02:00:00,0.008,10.4,822.4462,94.2,0.513,289.8,0.2,0.2
2018-07-29 03:00:00,0.009,10.34,822.2948,96,0.113,311.2,0.2,0.2
2018-07-29 04:00:00,0.009,10.48,821.8862,96.4,0.395,339.8,0.2,0.2
2018-07-29 05:00:00,0.156,10.02,821.7143,96.2,0.396,349.4,0.2,0.2
2018-07-29 06:00:00,39.29,10.18,821.9286,93.3,0.298,338.5,0.2,0.2
2018-07-29 07:00:00,178.1,12.4,822.2708,85.1,0.015,224.8,0.2,0.2
2018-07-29 08:00:00,331,14.13,822.1822,73.62,1.008,210.7,0.2,0.1
2018-07-29 09:00:00,511,16.08,822.3608,69.24,1.208,255.5,0.2,0.1
2018-07-29 10:00:00,663.9,17.05,822.5332,67.09,1.574,276.7,0.2,0.0
2018-07-29 11:00:00,784.7,17.62,822.6557,55.21,1.907,263.4,0.2,0.0
2018-07-29 12:00:00,865,18.36,822.7532,46.7,2.297,271.8,0.2,0.0
2018-07-29 13:00:00,900,18.8,822.9213,59.76,2.656,262,0.2,0.0
2018-07-29 14:00:00,888,19.18,822.9787,75.12,2.522,261.6,0.2,0.0
2018-07-29 15:00:00,825,19.14,823.0696,72.72,2.271,277,0.2,0.0
2018-07-29 16:00:00,705.8,19.3,823.0953,69.09,2.219,280.5,0.2,0.0
2018-07-29 17:00:00,547.5,19.63,823.1204,64.36,1.642,280.8,0.2,0.0
2018-07-29 18:00:00,394.8,18.98,823.1862,71.25,2.117,296.2,0.2,0.0
2018-07-29 19:00:00,107.8,17.47,823.4298,73.62,0.719,317.6,0.2,0.0
2018-07-29 20:00:00,31.91,15.42,823.7164,74.98,0.439,17.66,0.2,0.1
2018-07-29 21:00:00,1.422,14.84,824.165,78.89,0.706,332.2,0.2,0.1
2018-07-29 22:00:00,0.01,13.85,824.4171,63.85,0.711,340.4,0.2,0.1
2018-07-29 23:00:00,0.008,14.13,824.4924,44.08,1.206,308.7,0.2,0.1
2018-07-30 00:00:00,0.01,14.54,824.5918,43.56,1.019,295.5,0.2,0.1
2018-07-30 01:00:00,0.009,14.15,824.6586,45.23,0.576,316,0.2,0.2
2018-07-30 02:00:00,0.009,13.94,824.6284,44.13,0.723,316.1,0.2,0.2
2018-07-30 03:00:00,0.01,13.69,824.4784,51.03,0.926,318.4,0.2,0.2
2018-07-30 04:00:00,0.009,12.81,824.438,52.91,0.737,337.4,0.2,0.2
2018-07-30 05:00:00,0.274,12.83,824.4594,58.22,0.492,340.2,0.2,0.2
2018-07-30 06:00:00,21,12.75,824.4998,57.43,0.552,325.5,0.2,0.2
2018-07-30 07:00:00,161.9,15.01,824.7743,50.63,0.133,353.9,0.2,0.1
2018-07-30 08:00:00,335.5,18.18,824.8347,44.58,0.063,172.5,0.2,0.1
2018-07-30 09:00:00,504.3,18.89,825.0286,43.43,1.281,163.9,0.2,0.0
2018-07-30 10:00:00,654,19.16,825.0576,45.33,2.691,147.3,0.2,0.0
2018-07-30 11:00:00,749.8,19.82,825.1293,48.34,2.647,135.9,0.2,0.0
2018-07-30 12:00:00,770.4,19.95,825.2121,51.21,2.844,147.1,0.2,0.0
2018-07-30 13:00:00,890,20.59,825.1253,52.56,2.056,230,0.2,0.0
2018-07-30 14:00:00,851,20.73,825.121,51.84,2.31,271.6,0.2,0.0
2018-07-30 15:00:00,774.9,21,825.0055,64.03,2.603,279.9,0.2,0.0
2018-07-30 16:00:00,668,21.16,824.8986,50.75,2.346,283.1,0.2,0.0
2018-07-30 17:00:00,540.5,21.02,824.8174,50.88,2.254,286.4,0.2,0.0
2018-07-30 18:00:00,379.5,20.65,824.8337,51.03,1.943,285.6,0.2,0.0
2018-07-30 19:00:00,98.1,18.87,824.983,61.65,1.029,346.7,0.2,0.0
2018-07-30 20:00:00,30.9,17.24,825.182,63.75,1.22,32.6,0.2,0.0
2018-07-30 21:00:00,1.335,16.1,825.3938,68.75,1.414,21.69,0.2,0.1
2018-07-30 22:00:00,0.009,15.52,825.4629,74.67,0.951,3.932,0.2,0.1
2018-07-30 23:00:00,0.008,15.05,825.3948,73.53,1.528,6.991,0.2,0.1
2018-07-31 00:00:00,0.009,14.7,825.2786,72.99,0.654,326.2,0.2,0.1
2018-07-31 01:00:00,0.01,14.5,825.2495,74.53,1.112,303.4,0.2,0.1
2018-07-31 02:00:00,0.009,14.53,825.0477,71.07,1.257,306.6,0.2,0.1
2018-07-31 03:00:00,0.009,14.63,824.857,71.13,1.032,309.7,0.2,0.1
2018-07-31 04:00:00,0.009,14.94,824.7438,67.84,0.892,294.7,0.2,0.1
2018-07-31 05:00:00,0.185,15.17,824.7114,65.06,0.86,295.2,0.2,0.2
2018-07-31 06:00:00,29.73,14.91,824.9134,65.92,0.893,316.6,0.2,0.1
2018-07-31 07:00:00,151.1,16.5,825.3674,58.84,1.521,260.3,0.2,0.1
2018-07-31 08:00:00,323.7,18.46,825.5822,55.69,1.189,262.6,0.2,0.0
2018-07-31 09:00:00,484.9,20.15,825.916,51,1.669,249.8,0.2,0.0
2018-07-31 10:00:00,571.9,20.4,826.0389,41.29,1.85,108,0.2,0.0
2018-07-31 11:00:00,783,21.3,826.183,47.43,1.977,114,0.2,0.0
2018-07-31 12:00:00,679.6,21.41,826.3278,57.99,1.662,182.5,0.2,0.0
2018-07-31 13:00:00,783.2,21.09,826.4166,58.56,2.083,288.7,0.2,0.0
2018-07-31 14:00:00,696,20.89,826.4329,59.78,1.901,259.7,0.2,0.0
2018-07-31 15:00:00,585,20.74,826.4517,54.15,2.387,243.9,0.2,0.0
2018-07-31 16:00:00,502.9,20.51,826.3842,59.26,2.969,140.1,0.2,0.0
2018-07-31 17:00:00,543.5,20.89,826.3241,53.88,2.135,147.3,0.2,0.0
2018-07-31 18:00:00,449.8,20.48,826.2298,58.03,2.865,136.3,0.2,0.0
2018-07-31 19:00:00,99.6,19.44,826.3329,67.59,1.693,67.14,0.2,0.0
2018-07-31 20:00:00,21.96,17.8,826.2186,73.96,1.715,41.44,0.2,0.0
2018-07-31 21:00:00,1.072,16.56,826.2623,70,1.881,29.91,0.2,0.0
2018-07-31 22:00:00,0.007,16.83,826.408,69.02,1.263,63.09,0.2,0.1
2018-07-31 23:00:00,0.008,16.39,826.2955,71.5,1.62,41.38,0.2,0.1
2018-08-01 00:00:00,0.008,15.43,826.2535,74.55,1.013,350.4,0.2,0.1
2018-08-01 01:00:00,0.009,14.85,826.1661,79.65,1.377,5.795,0.2,0.1
2018-08-01 02:00:00,0.009,14.69,826.0169,76.13,0.868,347.7,0.2,0.1
2018-08-01 03:00:00,0.009,14.89,825.8622,74.15,0.959,296.8,0.2,0.1
2018-08-01 04:00:00,0.009,14.9,825.5656,75.93,0.945,300.3,0.2,0.1
2018-08-01 05:00:00,0.146,15.01,825.3787,74.8,0.848,289.9,0.2,0.1
2018-08-01 06:00:00,15.74,15.75,825.3654,71.69,1.413,275,0.2,0.1
2018-08-01 07:00:00,48.95,16.58,825.6581,70.7,0.708,273.3,0.2,0.1
2018-08-01 08:00:00,65.92,16.25,826.0729,72.66,0.947,289.2,0.2,0.1
2018-08-01 09:00:00,267.7,17.39,826.2861,56.54,0.166,245.2,0.2,0.0
2018-08-01 10:00:00,616.5,20.68,826.3885,56.53,1.248,232.5,0.2,0.0
2018-08-01 11:00:00,746.1,21.53,826.517,54.88,1.899,291.7,0.2,0.0
2018-08-01 12:00:00,820,21.67,826.6954,54.14,1.962,316.4,0.2,0.0
2018-08-01 13:00:00,874,21.9,826.5865,62.38,2.114,304.1,0.2,0.0
2018-08-01 14:00:00,803,21.36,826.3984,64.35,2.338,274.6,0.2,0.0
2018-08-01 15:00:00,435.9,20.45,826.3484,68.35,2.597,265.5,0.2,0.0
2018-08-01 16:00:00,144.1,19.26,826.3615,66.86,1.674,132.5,0.2,0.0
2018-08-01 17:00:00,38.99,16.52,826.3356,54.88,4.213,125.4,0.2,0.1
2018-08-01 18:00:00,9.82,15.66,826.7503,68.95,1.577,125.4,0.2,0.1
2018-08-01 19:00:00,2.731,14.69,827.6301,80.3,2.336,286.1,0.2,0.1
2018-08-01 20:00:00,3.178,13.92,827.682,56.75,1.726,313.3,0.2,0.1
2018-08-01 21:00:00,0.57,15.06,826.9373,55.66,2.121,285.1,0.2,0.1
2018-08-01 22:00:00,0.009,14.42,827.4828,79.44,0.852,351.3,0.2,0.1
2018-08-01 23:00:00,0.009,13.2,826.9647,71.57,0.775,351,0.2,0.2
2018-08-02 00:00:00,0.008,13.22,826.8593,61.78,0.872,357.9,0.2,0.2
2018-08-02 01:00:00,0.009,12.93,826.9835,63.15,0.931,356.6,0.2,0.2
2018-08-02 02:00:00,0.009,12.56,826.9716,67.18,0.687,327.9,0.2,0.2
2018-08-02 03:00:00,0.009,12.86,826.8216,63.4,0.674,322.3,0.2,0.2
2018-08-02 04:00:00,0.009,13.2,826.6022,62.71,0.766,310.9,0.2,0.2
2018-08-02 05:00:00,0.102,12.69,826.5226,70.41,0.553,337.9,0.2,0.2
2018-08-02 06:00:00,27.01,12.52,826.6588,67.49,0.633,354.9,0.2,0.2
2018-08-02 07:00:00,162,14.41,827.1035,59.69,0.437,356.1,0.2,0.1
2018-08-02 08:00:00,336.1,17.78,827.3163,52.17,0.098,185.3,0.2,0.1
2018-08-02 09:00:00,480.2,17.98,827.5665,54.26,1.507,155.9,0.2,0.0
2018-08-02 10:00:00,648.6,17.91,827.6752,55.68,2.59,155.4,0.2,0.0
2018-08-02 11:00:00,761.2,18.83,827.6832,56.28,2.843,141.8,0.2,0.0
2018-08-02 12:00:00,821,19.37,827.6359,66.24,2.362,154.6,0.2,0.0
2018-08-02 13:00:00,833,19.22,827.5483,64.52,3.023,151,0.2,0.0
2018-08-02 14:00:00,868,19.34,827.6411,78.25,2.596,183.3,0.2,0.0
2018-08-02 15:00:00,294.4,18.82,827.5164,72.85,1.591,279.6,0.2,0.0
2018-08-02 16:00:00,216.9,18.19,827.3307,85.2,2.546,293.9,0.2,0.0
2018-08-02 17:00:00,181.3,17.52,827.3157,79.08,2.391,260.1,0.2,0.0
2018-08-02 18:00:00,121.6,16.18,827.3424,80.1,1.919,108,0.2,0.0
2018-08-02 19:00:00,76.22,16.74,827.1251,80.9,2.117,75.28,0.2,0.0
2018-08-02 20:00:00,21.87,16.71,826.9561,80.1,2.186,50.88,0.2,0.0
2018-08-02 21:00:00,0.909,15.43,827.1606,81.9,1.343,42.67,0.2,0.0
2018-08-02 22:00:00,0.008,15.58,827.1896,83.6,1.768,64.95,0.2,0.1
2018-08-02 23:00:00,0.007,15.22,827.128,84,2.152,50.21,0.2,0.1
2018-08-03 00:00:00,0.008,15.01,827.0519,82.8,1.621,26.96,0.2,0.1
2018-08-03 01:00:00,0.008,14.85,826.8743,86.4,1.908,33.7,0.2,0.1
2018-08-03 02:00:00,0.007,14.4,826.4254,83.3,1.209,8.73,0.2,0.1
2018-08-03 03:00:00,0.009,14.26,826.1396,77.74,0.921,323.1,0.2,0.1
2018-08-03 04:00:00,0.009,14.44,826.0142,82.1,1.138,291.2,0.2,0.1
2018-08-03 05:00:00,0.089,15.1,826.055,75.01,1.73,283.8,0.2,0.1
2018-08-03 06:00:00,24.46,14.88,826.1761,76.46,0.703,263.7,0.2,0.1
2018-08-03 07:00:00,150.8,16.05,826.7598,70.67,0.041,277.4,0.2,0.1
2018-08-03 08:00:00,313.8,18.65,826.878,69.49,0.274,170.5,0.2,0.0
2018-08-03 09:00:00,480.7,18.73,826.9805,64.42,1.423,174.8,0.2,0.0
2018-08-03 10:00:00,636,19.33,827.0835,64.63,1.935,159.2,0.2,0.0
2018-08-03 11:00:00,721.6,20.05,827.0903,57.4,2.434,155.2,0.2,0.0
2018-08-03 12:00:00,744.6,20.6,826.9771,63.16,2.256,164.8,0.2,0.0
2018-08-03 13:00:00,748.3,21.4,826.9384,70.01,1.706,214.2,0.2,0.0
2018-08-03 14:00:00,886,21.55,826.8758,78.5,2.534,278.3,0.2,0.0
2018-08-03 15:00:00,748.8,21.1,826.799,77.63,2.69,277.4,0.2,0.0
2018-08-03 16:00:00,620.7,20.88,826.5371,74.88,2.89,291.7,0.2,0.0
2018-08-03 17:00:00,63.66,19.02,826.5413,86.3,1.879,280.9,0.2,0.0
2018-08-03 18:00:00,61.04,16.81,826.4905,77.98,1.211,99.7,0.2,0.0
2018-08-03 19:00:00,71.04,16.85,826.4054,83.6,0.941,86.5,0.2,0.0
2018-08-03 20:00:00,35.91,17.09,826.3885,80.9,1.458,64.89,0.2,0.0
2018-08-03 21:00:00,1.223,16.63,826.5437,85.6,1.132,35.84,0.2,0.0
2018-08-03 22:00:00,0.009,15.91,826.8737,86.1,0.554,346.7,0.2,0.1
2018-08-03 23:00:00,0.009,15.62,826.7617,86.3,1.257,15.16,0.2,0.1
2018-08-04 00:00:00,0.009,15.44,826.7626,86.6,1.271,12.06,0.2,0.1
2018-08-04 01:00:00,0.009,15.13,826.4882,87.6,0.716,349.6,0.2,0.1
2018-08-04 02:00:00,0.008,15.02,826.1906,84.1,0.562,320.2,0.2,0.1
2018-08-04 03:00:00,0.009,14.61,826.0997,87.4,0.381,340.9,0.2,0.1
2018-08-04 04:00:00,0.009,14.49,825.7934,85.1,0.711,335,0.2,0.1
2018-08-04 05:00:00,0.082,14.47,825.7881,85.3,0.554,341.3,0.2,0.1
2018-08-04 06:00:00,20.23,14.27,825.8634,87.3,0.543,348.6,0.2,0.1
2018-08-04 07:00:00,139.8,16.03,826.228,77.48,0.192,352.6,0.2,0.1
2018-08-04 08:00:00,302.8,18.43,826.2953,73.01,0.701,154.1,0.2,0.0
2018-08-04 09:00:00,440.7,18.35,826.4594,75.31,2.187,150.2,0.2,0.0
2018-08-04 10:00:00,508.6,19.15,826.48,75.48,2.221,143.7,0.2,0.0
2018-08-04 11:00:00,539.8,19.73,826.6476,63.8,2.788,140,0.2,0.0
2018-08-04 12:00:00,260.6,19.25,826.7919,68.5,1.85,197,0.2,0.0
2018-08-04 13:00:00,376.5,19.58,826.7017,63.04,1.899,256.7,0.2,0.0
2018-08-04 14:00:00,518.8,21.02,826.5181,75.02,1.573,287.3,0.2,0.0
2018-08-04 15:00:00,376.2,20.39,826.4223,71.44,2.412,279.2,0.2,0.0
2018-08-04 16:00:00,252.9,19.76,826.4937,70.57,1.85,262.8,0.2,0.0
2018-08-04 17:00:00,162.7,19.16,826.5385,65.69,1.441,114.3,0.2,0.0
2018-08-04 18:00:00,138.9,18.7,826.5002,71.17,2.984,131.2,0.2,0.0
2018-08-04 19:00:00,70.83,18.61,826.328,72.73,1.926,68.2,0.2,0.0
2018-08-04 20:00:00,37.03,18.01,826.5388,76.33,1.109,92.9,0.2,0.0
2018-08-04 21:00:00,1.312,17.31,826.5386,77.7,1.754,72.58,0.2,0.0
2018-08-04 22:00:00,0.009,16.57,826.8425,78.31,1.691,62.39,0.2,0.1
2018-08-04 23:00:00,0.008,16.25,826.4991,78.02,2.178,91.7,0.2,0.1
2018-08-05 00:00:00,0.009,16.21,826.3372,77.61,1.918,99.2,0.2,0.1
2018-08-05 01:00:00,0.009,15.83,826.1173,83.9,1.24,31.78,0.2,0.1
2018-08-05 02:00:00,0.008,15.05,826.0547,83.7,1.288,14.56,0.2,0.1
2018-08-05 03:00:00,0.009,15.34,825.8299,84.3,1.959,27.78,0.2,0.1
2018-08-05 04:00:00,0.009,14.96,825.4772,81,1.13,5.787,0.2,0.1
2018-08-05 05:00:00,0.065,14.35,825.3209,81.9,1.107,9.25,0.2,0.1
2018-08-05 06:00:00,19.63,14.25,825.4785,77.38,0.985,2.467,0.2,0.1
2018-08-05 07:00:00,138.2,15.93,826.0898,69.36,0.56,307,0.2,0.1
2018-08-05 08:00:00,302.8,18.82,826.1953,69.88,0.508,139.8,0.2,0.0
2018-08-05 09:00:00,473.3,19.41,826.2263,67.68,1.612,146,0.2,0.0
2018-08-05 10:00:00,626.9,19.85,826.3344,64.19,2.265,144.3,0.2,0.0
2018-08-05 11:00:00,720.3,20.09,826.3133,62.5,3.184,145.9,0.2,0.0
2018-08-05 12:00:00,783,21,826.3861,65.89,2.671,138.4,0.2,0.0
2018-08-05 13:00:00,902,21.32,826.4725,68.77,2.431,276.3,0.2,0.0
2018-08-05 14:00:00,596.1,21.44,826.3309,69.54,2.216,267.3,0.2,0.0
2018-08-05 15:00:00,385.9,21.24,826.0114,58.79,1.679,211.6,0.2,0.0
2018-08-05 16:00:00,118.8,20.49,825.5876,73.65,2.249,169.6,0.2,0.0
2018-08-05 17:00:00,144.6,19.76,825.5876,66.75,0.963,142.3,0.2,0.0
2018-08-05 18:00:00,148.6,19.87,825.69,66.64,1.065,173,0.2,0.0
2018-08-05 19:00:00,79.93,18.93,825.7385,66.35,1.419,89.6,0.2,0.0
2018-08-05 20:00:00,21.33,17.82,825.6201,71.85,0.747,24.7,0.2,0.0
2018-08-05 21:00:00,1.895,17.25,825.8378,78.06,0.693,15.27,0.2,0.0
2018-08-05 22:00:00,0.009,16.66,825.9562,77.57,0.577,343.7,0.2,0.0
2018-08-05 23:00:00,0.009,16.51,826.2195,73.97,0.704,337.5,0.2,0.1
2018-08-06 00:00:00,0.01,16.6,825.7825,73.42,1.599,306.2,0.2,0.1
2018-08-06 01:00:00,0.009,15.78,825.7752,74.55,1.15,282.9,0.2,0.1
2018-08-06 02:00:00,0.009,15.01,825.4514,79.37,1.31,272,0.2,0.1
2018-08-06 03:00:00,0.009,14.42,825.1626,80.1,1.47,272,0.2,0.1
2018-08-06 04:00:00,0.01,14.73,825.0717,80.6,0.759,291.8,0.2,0.1
2018-08-06 05:00:00,0.041,14.51,824.8784,82.9,0.489,312.6,0.2,0.1
2018-08-06 06:00:00,11.96,14.33,824.936,81.8,0.673,357.6,0.2,0.1
2018-08-06 07:00:00,112.2,15.84,825.2817,74.52,0.668,292.4,0.2,0.1
2018-08-06 08:00:00,296.9,18.09,825.4135,64.99,0.921,258.8,0.2,0.0
2018-08-06 09:00:00,460.2,19.99,825.5249,59.89,1.311,235.9,0.2,0.0
2018-08-06 10:00:00,627.7,20.83,825.5302,54.37,1.567,240.4,0.2,0.0
2018-08-06 11:00:00,739.4,21.65,825.5106,53.2,1.649,263.5,0.2,0.0
2018-08-06 12:00:00,832,21.55,825.4816,61.18,2.468,259.9,0.2,0.0
2018-08-06 13:00:00,884,21.21,825.3526,61.65,2.428,282.4,0.2,0.0
2018-08-06 14:00:00,855,21.28,825.0698,64.66,2.323,276.6,0.2,0.0
2018-08-06 15:00:00,427.5,20.04,825.0424,62.15,2.111,321.9,0.2,0.0
2018-08-06 16:00:00,557.1,19.63,824.9315,64.63,3.179,135.7,0.2,0.0
2018-08-06 17:00:00,419.1,19.61,824.5828,65.2,3.058,112.1,0.2,0.0
2018-08-06 18:00:00,49.5,18.26,824.4941,77.32,2.819,114.2,0.2,0.0
2018-08-06 19:00:00,2.894,14,825.0789,72.04,2.469,286.4,0.2,0.1
2018-08-06 20:00:00,0.752,13.84,825.1485,75.44,1.563,257.3,0.2,0.1
2018-08-06 21:00:00,0.024,14.08,824.9645,63.59,2.369,282.4,0.2,0.1
2018-08-06 22:00:00,0.008,14.52,825.1197,68.73,2.607,302.3,0.2,0.1
2018-08-06 23:00:00,0.009,14.13,824.763,63.47,2.058,298.1,0.2,0.1
2018-08-07 00:00:00,0.009,15.06,823.9609,54.75,2.109,307.6,0.2,0.1
2018-08-07 01:00:00,0.008,15.06,823.8531,58.62,0.778,337.7,0.2,0.1
2018-08-07 02:00:00,0.009,15.16,823.6509,54.67,1.361,297.6,0.2,0.1
2018-08-07 03:00:00,0.009,15.64,823.4215,53.05,1.03,300.5,0.2,0.1
2018-08-07 04:00:00,0.008,15.38,823.261,63.61,0.725,332.8,0.2,0.1
2018-08-07 05:00:00,0.022,14.9,823.097,65.39,0.791,325.4,0.2,0.1
2018-08-07 06:00:00,8.9,14.96,823.1489,60.26,1.115,281,0.2,0.1
2018-08-07 07:00:00,67.12,15.53,823.4417,58.98,0.41,281.6,0.2,0.1
2018-08-07 08:00:00,150.9,16.18,823.8852,55.12,0.608,268.4,0.2,0.1
2018-08-07 09:00:00,386.3,18.31,823.9105,45.28,0.901,236.6,0.2,0.0
2018-08-07 10:00:00,589.7,19.56,824.0241,51.4,2.391,240.2,0.2,0.0
2018-08-07 11:00:00,551.8,19.22,824.0569,50.61,2.14,244.8,0.2,0.0
2018-08-07 12:00:00,849,20.07,823.8143,53.2,3.039,255.2,0.2,0.0
2018-08-07 13:00:00,828,20.55,823.6063,57.39,2.411,271.1,0.2,0.0
2018-08-07 14:00:00,861,20.97,823.3202,46.52,2.149,275.9,0.2,0.0
2018-08-07 15:00:00,823,20.94,823.0745,53.77,2.628,254,0.2,0.0
2018-08-07 16:00:00,702.2,21.36,822.7559,57.75,2.266,275.1,0.2,0.0
2018-08-07 17:00:00,382.4,20.82,822.6089,61.36,2.126,290.4,0.2,0.0
2018-08-07 18:00:00,76.09,19.2,822.5426,65.09,0.914,303.1,0.2,0.0
2018-08-07 19:00:00,39.95,18.22,822.3381,61.3,1.068,316.6,0.2,0.0
2018-08-07 20:00:00,8.29,17.2,822.2938,75.32,1.606,312.3,0.2,0.0
2018-08-07 21:00:00,0.124,15.46,822.6509,79.02,0.866,10.15,0.2,0.1
2018-08-07 22:00:00,0.008,14.96,822.7499,72.41,0.972,310,0.2,0.1
2018-08-07 23:00:00,0.009,15.8,822.8347,62.66,1.6,306.2,0.2,0.1
2018-08-08 00:00:00,0.008,15.63,822.6852,65.25,1.299,313.5,0.2,0.1
2018-08-08 01:00:00,0.009,15.69,822.4539,60.62,2.301,295.8,0.2,0.1
2018-08-08 02:00:00,0.008,15.72,822.3684,66.09,2.341,309.8,0.2,0.1
2018-08-08 03:00:00,0.009,14.94,822.2986,60.72,0.832,321.8,0.2,0.1
2018-08-08 04:00:00,0.008,15.02,822.4089,68.88,0.672,287.8,0.2,0.1
2018-08-08 05:00:00,0.014,13.78,822.225,71.77,0.486,151.2,0.2,0.1
2018-08-08 06:00:00,5.475,14.04,822.3876,64.62,0.666,279.2,0.2,0.1
2018-08-08 07:00:00,133.5,15.18,822.7813,60.1,2.106,253.5,0.2,0.1
2018-08-08 08:00:00,279.2,16.76,822.7399,59.24,2.063,272.6,0.2,0.0
2018-08-08 09:00:00,468.7,16.95,823.2794,64.06,2.691,298.1,0.2,0.0
2018-08-08 10:00:00,630.9,17.66,823.7501,65.98,1.635,244.9,0.2,0.0
2018-08-08 11:00:00,769.7,18.93,823.9493,59.07,1.692,288.8,0.2,0.0
2018-08-08 12:00:00,843,19.16,823.9603,61.09,2.253,267.9,0.2,0.0
2018-08-08 13:00:00,674.5,18.75,823.9582,64.03,2.554,264.4,0.2,0.0
2018-08-08 14:00:00,581.1,19.03,823.728,61.8,1.752,267.2,0.2,0.0
2018-08-08 15:00:00,846,19.82,823.2495,62.64,2.426,274,0.2,0.0
2018-08-08 16:00:00,322.8,18.5,823.0067,78.54,2.576,294.6,0.2,0.0
2018-08-08 17:00:00,95.6,15.12,822.8666,86.3,2.438,289.2,0.2,0.1
2018-08-08 18:00:00,36.01,13.65,823.1779,90.5,2.235,78.64,0.2,0.1
2018-08-08 19:00:00,14.66,12.66,823.4429,87.4,2.675,89.2,0.2,0.1
2018-08-08 20:00:00,7.234,12.77,823.0341,85.1,2.789,32.47,0.2,0.1
2018-08-08 21:00:00,0.086,13.08,823.4639,86.4,1.62,2.266,0.2,0.1
2018-08-08 22:00:00,0.008,13.22,823.8994,79.65,1.618,290.5,0.2,0.1
2018-08-08 23:00:00,0.009,12.5,823.4514,75.52,1.202,338.4,0.2,0.1
2018-08-09 00:00:00,0.008,12.97,823.3588,79.16,1.552,292.7,0.2,0.1
2018-08-09 01:00:00,0.01,13.45,823.251,79.51,1.886,321.5,0.2,0.2
2018-08-09 02:00:00,0.01,12.55,822.7882,75.98,0.913,311,0.2,0.2
2018-08-09 03:00:00,0.008,12.64,822.4989,74.15,1.123,338.5,0.2,0.2
2018-08-09 04:00:00,0.008,12.76,822.2881,69.28,1.152,345.3,0.2,0.2
2018-08-09 05:00:00,0.025,12.76,822.0055,64.58,1.014,347,0.2,0.2
2018-08-09 06:00:00,10.17,12.97,821.8333,62.46,1.096,340.8,0.2,0.2
2018-08-09 07:00:00,126.5,14.54,822.1171,51.22,2.045,260,0.2,0.1
2018-08-09 08:00:00,287.4,16.45,822.0101,49.53,2.054,280.1,0.2,0.1
2018-08-09 09:00:00,454.3,17.58,822.3351,48.69,2.604,293.2,0.2,0.0
2018-08-09 10:00:00,619.5,17.77,822.5088,56.24,3.259,303.3,0.2,0.0
2018-08-09 11:00:00,408.9,16.27,823.0803,71.74,3.425,278.9,0.2,0.0
2018-08-09 12:00:00,394.6,15.31,823.5148,72.66,2.192,303.9,0.2,0.0
